account_id,steward,dq_issue_status
ACC000821,Data Steward B,Resolved
ACC000822,Data Steward A,Open
ACC000823,Data Steward A,Resolved
ACC000824,Data Steward A,Resolved
ACC000825,Data Steward B,Resolved
ACC000826,Data Steward A,Resolved
ACC000827,Data Steward A,Resolved
ACC000828,Data Steward A,Open
ACC000829,Data Steward B,Resolved
ACC000830,Data Steward B,Resolved
ACC000831,Data Steward A,Resolved
ACC000832,Data Steward C,In Review
ACC000833,Data Steward C,Open
ACC000834,Data Steward C,Open
ACC000835,Data Steward A,Open
ACC000836,Data Steward B,Open
ACC000837,Data Steward A,Open
ACC000838,Data Steward B,In Review
ACC000839,Data Steward C,Resolved
ACC000840,Data Steward B,In Review
ACC000841,Data Steward B,Open
ACC000842,Data Steward B,In Review
ACC000843,Data Steward B,In Review
ACC000844,Data Steward A,Open
ACC000845,Data Steward A,In Review
ACC000846,Data Steward A,Resolved
ACC000847,Data Steward A,Resolved
ACC000848,Data Steward C,Resolved
ACC000849,Data Steward C,In Review
ACC000850,Data Steward B,Open
ACC000851,Data Steward C,Resolved
ACC000852,Data Steward A,Open
ACC000853,Data Steward C,In Review
ACC000854,Data Steward C,In Review
ACC000855,Data Steward B,Open
ACC000856,Data Steward C,Resolved
ACC000857,Data Steward A,Open
ACC000858,Data Steward B,In Review
ACC000859,Data Steward B,Open
ACC000860,Data Steward C,Resolved
ACC000861,Data Steward C,Resolved
ACC000862,Data Steward B,In Review
ACC000863,Data Steward C,Resolved
ACC000864,Data Steward B,In Review
ACC000865,Data Steward B,Open
ACC000866,Data Steward B,Resolved
ACC000867,Data Steward C,Resolved
ACC000868,Data Steward C,In Review
ACC000869,Data Steward B,Resolved
ACC000870,Data Steward A,Resolved
ACC000871,Data Steward A,In Review
ACC000872,Data Steward C,In Review
ACC000873,Data Steward A,Resolved
ACC000874,Data Steward C,Resolved
ACC000875,Data Steward A,In Review
ACC000876,Data Steward B,Open
ACC000877,Data Steward B,In Review
ACC000878,Data Steward B,Resolved
ACC000879,Data Steward C,Open
ACC000880,Data Steward B,In Review
ACC000881,Data Steward C,In Review
ACC000882,Data Steward A,Open
ACC000883,Data Steward C,In Review
ACC000884,Data Steward B,Resolved
ACC000885,Data Steward B,Open
ACC000886,Data Steward A,In Review
ACC000887,Data Steward B,Resolved
ACC000888,Data Steward B,In Review
ACC000889,Data Steward B,Resolved
ACC000890,Data Steward B,Open
ACC000891,Data Steward A,Open
ACC000892,Data Steward C,Open
ACC000893,Data Steward B,Open
ACC000894,Data Steward A,Resolved
ACC000895,Data Steward B,Open
ACC000896,Data Steward B,Resolved
ACC000897,Data Steward A,Resolved
ACC000898,Data Steward A,In Review
ACC000899,Data Steward B,Open
ACC000900,Data Steward B,Open
ACC000901,Data Steward C,Open
ACC000902,Data Steward B,In Review
ACC000903,Data Steward C,Open
ACC000904,Data Steward B,In Review
ACC000905,Data Steward A,In Review
ACC000906,Data Steward A,In Review
ACC000907,Data Steward C,Resolved
ACC000908,Data Steward B,In Review
ACC000909,Data Steward B,Resolved
ACC000910,Data Steward B,Open
ACC000911,Data Steward A,Resolved
ACC000912,Data Steward C,Open
ACC000913,Data Steward C,Resolved
ACC000914,Data Steward B,In Review
ACC000915,Data Steward B,Resolved
ACC000916,Data Steward B,In Review
ACC000917,Data Steward B,In Review
ACC000918,Data Steward C,Resolved
ACC000919,Data Steward C,Open
ACC000920,Data Steward A,In Review
ACC000921,Data Steward B,In Review
ACC000922,Data Steward C,In Review
ACC000923,Data Steward C,In Review
ACC000924,Data Steward C,Open
ACC000925,Data Steward B,Resolved
ACC000926,Data Steward B,Open
ACC000927,Data Steward C,In Review
ACC000928,Data Steward B,Resolved
ACC000929,Data Steward C,In Review
ACC000930,Data Steward A,Open
ACC000931,Data Steward A,In Review
ACC000932,Data Steward B,Resolved
ACC000933,Data Steward A,In Review
ACC000934,Data Steward B,In Review
ACC000935,Data Steward C,Resolved
ACC000936,Data Steward B,Resolved
ACC000937,Data Steward A,Resolved
ACC000938,Data Steward C,In Review
ACC000939,Data Steward A,Open
ACC000940,Data Steward A,In Review
ACC000941,Data Steward A,In Review
ACC000942,Data Steward A,In Review
ACC000943,Data Steward C,In Review
ACC000944,Data Steward A,Resolved
ACC000945,Data Steward A,In Review
ACC000946,Data Steward C,Open
ACC000947,Data Steward B,Resolved
ACC000948,Data Steward A,In Review
ACC000949,Data Steward B,Resolved
ACC000950,Data Steward C,In Review
ACC000951,Data Steward C,Resolved
ACC000952,Data Steward C,Resolved
ACC000953,Data Steward A,Open
ACC000954,Data Steward A,Open
ACC000955,Data Steward A,In Review
ACC000956,Data Steward B,In Review
ACC000957,Data Steward C,In Review
ACC000958,Data Steward B,Open
ACC000959,Data Steward A,Resolved
ACC000960,Data Steward C,In Review
ACC000961,Data Steward A,Open
ACC000962,Data Steward C,Open
ACC000963,Data Steward B,In Review
ACC000964,Data Steward A,Resolved
ACC000965,Data Steward B,Resolved
ACC000966,Data Steward C,Open
ACC000967,Data Steward A,In Review
ACC000968,Data Steward A,Resolved
ACC000969,Data Steward B,Open
ACC000970,Data Steward B,Open
ACC000971,Data Steward C,In Review
ACC000972,Data Steward C,Resolved
ACC000973,Data Steward A,Open
ACC000974,Data Steward A,Open
ACC000975,Data Steward B,Open
ACC000976,Data Steward B,Resolved
ACC000977,Data Steward A,Resolved
ACC000978,Data Steward C,Resolved
ACC000979,Data Steward B,In Review
ACC000980,Data Steward B,In Review
ACC000981,Data Steward A,Resolved
ACC000982,Data Steward B,In Review
ACC000983,Data Steward C,Open
ACC000984,Data Steward C,Open
ACC000985,Data Steward C,In Review
ACC000986,Data Steward B,Open
ACC000987,Data Steward B,In Review
ACC000988,Data Steward B,Resolved
ACC000989,Data Steward C,Open
ACC000990,Data Steward A,Open
ACC000991,Data Steward B,Resolved
ACC000992,Data Steward C,Resolved
ACC000993,Data Steward C,Open
ACC000994,Data Steward A,Resolved
ACC000995,Data Steward C,Resolved
ACC000996,Data Steward A,In Review
ACC000997,Data Steward B,Open
ACC000998,Data Steward C,In Review
ACC000999,Data Steward A,Open
ACC001000,Data Steward B,Resolved
ACC001001,Data Steward B,Open
ACC001002,Data Steward C,Open
ACC001003,Data Steward B,In Review
ACC001004,Data Steward A,Resolved
ACC001005,Data Steward A,Open
ACC001006,Data Steward B,Resolved
ACC001007,Data Steward B,Open
ACC001008,Data Steward C,Resolved
ACC001009,Data Steward B,Resolved
ACC001010,Data Steward B,In Review
ACC001011,Data Steward C,Open
ACC001012,Data Steward A,Resolved
ACC001013,Data Steward C,Resolved
ACC001014,Data Steward A,Resolved
ACC001015,Data Steward C,Resolved
ACC001016,Data Steward A,In Review
ACC001017,Data Steward B,Open
ACC001018,Data Steward B,In Review
ACC001019,Data Steward B,In Review
ACC001020,Data Steward C,Open
ACC001021,Data Steward B,Open
ACC001022,Data Steward C,Resolved
ACC001023,Data Steward C,In Review
ACC001024,Data Steward C,Resolved
ACC001025,Data Steward A,Open
ACC001026,Data Steward B,Open
ACC001027,Data Steward C,Open
ACC001028,Data Steward C,Resolved
ACC001029,Data Steward C,Open
ACC001030,Data Steward C,Resolved
ACC001031,Data Steward A,In Review
ACC001032,Data Steward C,Resolved
ACC001033,Data Steward A,In Review
ACC001034,Data Steward A,In Review
ACC001035,Data Steward C,Resolved
ACC001036,Data Steward A,Open
ACC001037,Data Steward C,In Review
ACC001038,Data Steward C,Open
ACC001039,Data Steward B,In Review
ACC001040,Data Steward B,Open
ACC001041,Data Steward B,Open
ACC001042,Data Steward A,Open
ACC001043,Data Steward C,In Review
ACC001044,Data Steward C,Open
ACC001045,Data Steward C,Open
ACC001046,Data Steward C,Resolved
ACC001047,Data Steward A,In Review
ACC001048,Data Steward A,Open
ACC001049,Data Steward A,In Review
ACC001050,Data Steward C,In Review
ACC001051,Data Steward C,Resolved
ACC001052,Data Steward B,Resolved
ACC001053,Data Steward C,In Review
ACC001054,Data Steward C,Resolved
ACC001055,Data Steward B,In Review
ACC001056,Data Steward B,Open
ACC001057,Data Steward C,In Review
ACC001058,Data Steward C,In Review
ACC001059,Data Steward B,Resolved
ACC001060,Data Steward A,Open
ACC001061,Data Steward B,Open
ACC001062,Data Steward B,Resolved
ACC001063,Data Steward C,Resolved
ACC001064,Data Steward C,Open
ACC001065,Data Steward B,Resolved
ACC001066,Data Steward C,Resolved
ACC001067,Data Steward A,Resolved
ACC001068,Data Steward B,Resolved
ACC001069,Data Steward C,Resolved
ACC001070,Data Steward C,In Review
ACC001071,Data Steward B,In Review
ACC001072,Data Steward C,Open
ACC001073,Data Steward B,Open
ACC001074,Data Steward C,Resolved
ACC001075,Data Steward B,Open
ACC001076,Data Steward C,Open
ACC001077,Data Steward A,In Review
ACC001078,Data Steward B,In Review
ACC001079,Data Steward B,Open
ACC001080,Data Steward C,In Review
ACC001081,Data Steward A,Resolved
ACC001082,Data Steward B,In Review
ACC001083,Data Steward C,Open
ACC001084,Data Steward B,Resolved
ACC001085,Data Steward B,Open
ACC001086,Data Steward C,Resolved
ACC001087,Data Steward B,Open
ACC001088,Data Steward A,Open
ACC001089,Data Steward A,Open
ACC001090,Data Steward A,Open
ACC001091,Data Steward A,Open
ACC001092,Data Steward C,Open
ACC001093,Data Steward C,In Review
ACC001094,Data Steward C,Open
ACC001095,Data Steward A,In Review
ACC001096,Data Steward B,In Review
ACC001097,Data Steward A,Resolved
ACC001098,Data Steward B,In Review
ACC001099,Data Steward C,Resolved
ACC001100,Data Steward A,In Review
ACC001101,Data Steward A,Resolved
ACC001102,Data Steward A,Resolved
ACC001103,Data Steward C,Open
ACC001104,Data Steward B,Open
ACC001105,Data Steward C,Open
ACC001106,Data Steward C,Resolved
ACC001107,Data Steward C,Resolved
ACC001108,Data Steward B,Resolved
ACC001109,Data Steward C,In Review
ACC001110,Data Steward B,Resolved
ACC001111,Data Steward B,In Review
ACC001112,Data Steward A,In Review
ACC001113,Data Steward C,Resolved
ACC001114,Data Steward C,Resolved
ACC001115,Data Steward B,In Review
ACC001116,Data Steward C,Resolved
ACC001117,Data Steward A,In Review
ACC001118,Data Steward A,In Review
ACC001119,Data Steward B,In Review
ACC001120,Data Steward A,In Review
ACC001121,Data Steward B,Open
ACC001122,Data Steward C,Resolved
ACC001123,Data Steward C,In Review
ACC001124,Data Steward C,Resolved
ACC001125,Data Steward B,Open
ACC001126,Data Steward C,Open
ACC001127,Data Steward C,In Review
ACC001128,Data Steward A,Resolved
ACC001129,Data Steward B,Resolved
ACC001130,Data Steward C,Resolved
ACC001131,Data Steward A,In Review
ACC001132,Data Steward A,In Review
ACC001133,Data Steward A,Resolved
ACC001134,Data Steward A,Resolved
ACC001135,Data Steward C,Open
ACC001136,Data Steward B,Open
ACC001137,Data Steward A,Open
ACC001138,Data Steward A,Open
ACC001139,Data Steward B,In Review
ACC001140,Data Steward A,In Review
ACC001141,Data Steward C,In Review
ACC001142,Data Steward C,In Review
ACC001143,Data Steward A,Resolved
ACC001144,Data Steward C,Open
ACC001145,Data Steward B,Open
ACC001146,Data Steward A,In Review
ACC001147,Data Steward A,Open
ACC001148,Data Steward B,In Review
ACC001149,Data Steward B,In Review
ACC001150,Data Steward C,Resolved
ACC001151,Data Steward C,Resolved
ACC001152,Data Steward B,Open
ACC001153,Data Steward B,Open
ACC001154,Data Steward C,Resolved
ACC001155,Data Steward B,Resolved
ACC001156,Data Steward B,Open
ACC001157,Data Steward C,Resolved
ACC001158,Data Steward B,In Review
ACC001159,Data Steward B,Resolved
ACC001160,Data Steward B,Resolved
ACC001161,Data Steward B,Resolved
ACC001162,Data Steward C,Resolved
ACC001163,Data Steward C,In Review
ACC001164,Data Steward C,In Review
ACC001165,Data Steward C,Resolved
ACC001166,Data Steward C,Resolved
ACC001167,Data Steward B,In Review
ACC001168,Data Steward A,Open
ACC001169,Data Steward B,In Review
ACC001170,Data Steward C,Open
ACC001171,Data Steward A,Open
ACC001172,Data Steward A,Resolved
ACC001173,Data Steward A,Open
ACC001174,Data Steward B,Resolved
ACC001175,Data Steward C,Resolved
ACC001176,Data Steward C,Resolved
ACC001177,Data Steward B,Resolved
ACC001178,Data Steward B,In Review
ACC001179,Data Steward B,Resolved
ACC001180,Data Steward B,Resolved
ACC001181,Data Steward A,Resolved
ACC001182,Data Steward A,Resolved
ACC001183,Data Steward C,Resolved
ACC001184,Data Steward C,Resolved
ACC001185,Data Steward A,Resolved
ACC001186,Data Steward A,In Review
ACC001187,Data Steward C,In Review
ACC001188,Data Steward C,In Review
ACC001189,Data Steward A,In Review
ACC001190,Data Steward C,In Review
ACC001191,Data Steward B,Open
ACC001192,Data Steward C,In Review
ACC001193,Data Steward C,In Review
ACC001194,Data Steward C,Resolved
ACC001195,Data Steward C,Open
ACC001196,Data Steward B,In Review
ACC001197,Data Steward B,Open
ACC001198,Data Steward B,In Review
ACC001199,Data Steward B,Open
ACC001200,Data Steward B,Resolved
ACC001201,Data Steward B,Resolved
ACC001202,Data Steward C,Resolved
ACC001203,Data Steward C,Resolved
ACC001204,Data Steward A,Resolved
ACC001205,Data Steward C,Open
ACC001206,Data Steward A,Resolved
ACC001207,Data Steward A,Open
ACC001208,Data Steward C,In Review
ACC001209,Data Steward B,Resolved
ACC001210,Data Steward B,Resolved
ACC001211,Data Steward C,Resolved
ACC001212,Data Steward C,Open
ACC001213,Data Steward B,In Review
ACC001214,Data Steward C,Open
ACC001215,Data Steward B,Resolved
ACC001216,Data Steward B,Resolved
ACC001217,Data Steward A,Open
ACC001218,Data Steward B,In Review
ACC001219,Data Steward B,Open
ACC001220,Data Steward C,In Review
ACC001221,Data Steward A,Resolved
ACC001222,Data Steward C,Open
ACC001223,Data Steward A,Open
ACC001224,Data Steward B,In Review
ACC001225,Data Steward A,Resolved
ACC001226,Data Steward B,Open
ACC001227,Data Steward C,In Review
ACC001228,Data Steward A,Resolved
ACC001229,Data Steward A,Open
ACC001230,Data Steward C,In Review
ACC001231,Data Steward B,Open
ACC001232,Data Steward B,Resolved
ACC001233,Data Steward B,Resolved
ACC001234,Data Steward A,Open
ACC001235,Data Steward A,Open
ACC001236,Data Steward C,In Review
ACC001237,Data Steward A,Open
ACC001238,Data Steward B,Resolved
ACC001239,Data Steward A,Resolved
ACC001240,Data Steward C,Open
ACC001241,Data Steward B,Open
ACC001242,Data Steward A,Open
ACC001243,Data Steward A,Open
ACC001244,Data Steward C,Resolved
ACC001245,Data Steward C,Resolved
ACC001246,Data Steward B,Open
ACC001247,Data Steward A,Resolved
ACC001248,Data Steward A,In Review
ACC001249,Data Steward B,Resolved
ACC001250,Data Steward B,Open
ACC001251,Data Steward C,Open
ACC001252,Data Steward B,Resolved
ACC001253,Data Steward C,Open
ACC001254,Data Steward A,Resolved
ACC001255,Data Steward C,Resolved
ACC001256,Data Steward A,Open
ACC001257,Data Steward B,Open
ACC001258,Data Steward C,In Review
ACC001259,Data Steward A,In Review
ACC001260,Data Steward B,In Review
ACC001261,Data Steward B,In Review
ACC001262,Data Steward C,Resolved
ACC001263,Data Steward B,Open
ACC001264,Data Steward A,Open
ACC001265,Data Steward B,Open
ACC001266,Data Steward A,Resolved
ACC001267,Data Steward C,Resolved
ACC001268,Data Steward A,In Review
ACC001269,Data Steward B,In Review
ACC001270,Data Steward B,In Review
ACC001271,Data Steward B,Resolved
ACC001272,Data Steward B,Open
ACC001273,Data Steward A,Resolved
ACC001274,Data Steward B,In Review
ACC001275,Data Steward C,Resolved
ACC001276,Data Steward B,Resolved
ACC001277,Data Steward A,Open
ACC001278,Data Steward A,Resolved
ACC001279,Data Steward A,In Review
ACC001280,Data Steward A,Open
ACC001281,Data Steward A,Resolved
ACC001282,Data Steward A,In Review
ACC001283,Data Steward A,Resolved
ACC001284,Data Steward C,Resolved
ACC001285,Data Steward B,In Review
ACC001286,Data Steward C,Open
ACC001287,Data Steward B,Resolved
ACC001288,Data Steward A,Open
ACC001289,Data Steward B,Open
ACC001290,Data Steward A,Resolved
ACC001291,Data Steward B,Open
ACC001292,Data Steward C,Resolved
ACC001293,Data Steward C,Open
ACC001294,Data Steward B,In Review
ACC001295,Data Steward B,Open
ACC001296,Data Steward B,Resolved
ACC001297,Data Steward B,Open
ACC001298,Data Steward B,Open
ACC001299,Data Steward C,Resolved
ACC001300,Data Steward B,Resolved
ACC001301,Data Steward B,In Review
ACC001302,Data Steward C,Resolved
ACC001303,Data Steward C,Open
ACC001304,Data Steward B,In Review
ACC001305,Data Steward B,Resolved
ACC001306,Data Steward A,In Review
ACC001307,Data Steward A,In Review
ACC001308,Data Steward A,Open
ACC001309,Data Steward C,Open
ACC001310,Data Steward C,Open
ACC001311,Data Steward C,Open
ACC001312,Data Steward C,Open
ACC001313,Data Steward A,Open
ACC001314,Data Steward B,Resolved
ACC001315,Data Steward B,Resolved
ACC001316,Data Steward B,Resolved
ACC001317,Data Steward A,In Review
ACC001318,Data Steward A,In Review
ACC001319,Data Steward B,In Review
ACC001320,Data Steward A,In Review
ACC001321,Data Steward C,In Review
ACC001322,Data Steward B,Resolved
ACC001323,Data Steward C,Resolved
ACC001324,Data Steward A,Open
ACC001325,Data Steward C,Resolved
ACC001326,Data Steward B,Open
ACC001327,Data Steward C,Open
ACC001328,Data Steward B,Resolved
ACC001329,Data Steward B,Resolved
ACC001330,Data Steward C,Resolved
ACC001331,Data Steward A,Open
ACC001332,Data Steward C,Resolved
ACC001333,Data Steward B,Resolved
ACC001334,Data Steward C,In Review
ACC001335,Data Steward B,Resolved
ACC001336,Data Steward A,Open
ACC001337,Data Steward C,In Review
ACC001338,Data Steward B,Open
ACC001339,Data Steward C,In Review
ACC001340,Data Steward B,Open
ACC001341,Data Steward A,Open
ACC001342,Data Steward B,In Review
ACC001343,Data Steward C,Open
ACC001344,Data Steward C,Open
ACC001345,Data Steward B,Resolved
ACC001346,Data Steward C,Open
ACC001347,Data Steward B,Open
ACC001348,Data Steward A,In Review
ACC001349,Data Steward B,Resolved
ACC001350,Data Steward B,Open
ACC001351,Data Steward C,Resolved
ACC001352,Data Steward A,Resolved
ACC001353,Data Steward B,In Review
ACC001354,Data Steward B,Resolved
ACC001355,Data Steward B,In Review
ACC001356,Data Steward A,Open
ACC001357,Data Steward A,Open
ACC001358,Data Steward B,Resolved
ACC001359,Data Steward B,Open
